ImageName,ArucoId,X,Y
IMG_20230425_171500.jpg,4,405.25,463.75
IMG_20230425_171500.jpg,2,366.25,463.0
IMG_20230425_171500.jpg,0,327.0,462.75
IMG_20230425_171500.jpg,5,403.75,433.0
IMG_20230425_171500.jpg,3,366.75,432.0
IMG_20230425_171500.jpg,1,329.5,431.0
IMG_20230426_110858.jpg,4,454.0,486.5
IMG_20230426_110858.jpg,2,411.0,484.0
IMG_20230426_110858.jpg,0,368.25,481.0
IMG_20230426_110858.jpg,5,452.5,452.5
IMG_20230426_110858.jpg,3,412.0,450.0
IMG_20230426_110858.jpg,1,371.5,447.25
